Topic,2010,2011,2012,2013,2014,2015,2016
Agile Portfolio Management,0,0,0,0,1,1,1
Agile Coaching,0,0,0,1,6,11,13
ReactJS,0,0,1,1,1,1,1
Bring Angel Investors and Startups Together,0,0,0,0,0,0,1
Atlassian,0,0,0,0,0,1,1
Logo Design,0,0,0,0,0,0,1
Automation,0,0,0,0,2,2,3
User Interface Design,0,0,0,1,3,4,4
Quality Assurance,0,0,0,1,4,5,7
AngularJS,0,1,2,2,6,9,10
Intellectual Discussion,0,0,0,0,0,1,1
Designers,0,0,0,0,1,1,1
Solr,0,0,0,0,1,1,2
Other Atlassian products,0,0,0,0,0,1,1
C++ Programming,0,0,0,0,1,1,2
Software Development,2,3,6,7,37,51,59
JavaScript,0,1,3,3,12,15,18
Distributed Programming in Java,0,0,0,0,1,1,1
Concurrent Programming,0,0,0,0,1,2,3
Hybrid Apps,0,0,0,0,0,1,2
Networking for Graphic Designers & Marketing Pros,0,0,0,0,1,1,1
Banking,0,0,0,0,1,1,1
Mobile Web,0,0,0,1,1,1,1
Apple Software,0,0,0,0,1,1,1
Docker,0,0,0,0,1,3,7
Create a Blog,0,0,0,0,2,2,2
Script Development,0,0,0,0,0,0,1
Open Source,0,0,2,5,33,49,58
UX Design,0,0,0,1,5,8,9
Linux Networking,0,0,0,0,0,2,2
.net development,0,0,0,0,2,2,2
bitcoin traders,0,0,0,0,1,1,1
Prototyping,0,0,0,0,1,1,1
Graphic Design Students,0,0,0,0,1,1,1
Microcontroler and Electronics Designers,0,0,0,0,2,2,2
Viral Marketing,0,0,0,1,1,1,1
Performance Engineering,0,0,0,0,1,1,1
IBM,0,0,0,0,1,1,1
JavaScript Testing,0,0,0,0,0,2,2
Red Hat Openshift Enterprise,0,0,0,0,0,1,1
Emacs Lisp,0,0,2,2,2,2,2
Windows Phone,0,0,0,0,1,1,1
UI/UX,0,0,0,0,1,1,1
Sun Microsystems,1,1,1,1,1,1,1
iPhone Business,0,0,0,0,1,1,1
Big Data for social media,0,0,0,1,2,3,3
VMware vSphere 6,0,0,0,0,0,1,1
Self-Improvement,0,0,0,0,1,2,2
Servers,0,0,0,0,0,1,1
Learning Joomla,0,0,0,0,1,1,1
Lean Startup,0,0,0,1,8,10,12
Big Data Developers,0,0,0,0,3,3,3
Voice over IP,0,0,0,0,0,1,1
Typescript,0,0,0,0,0,1,1
Firefox OS,0,0,0,0,1,1,1
Pig and Hadoop,0,0,0,0,1,3,3
Marketing,0,0,0,0,1,1,1
Software Configuration Management,0,0,0,0,1,1,1
Automating Web Application Testing,0,0,0,0,0,0,1
Web Marketing,0,0,0,1,1,1,1
Lean Project Management,0,0,0,1,6,11,12
Artificial Intelligence Applications,0,0,0,0,0,0,1
Xamarin Development,0,0,0,0,0,1,1
Spark,0,0,0,0,0,1,1
AWS design implementation and servicing,0,0,0,0,0,1,1
Blogging,0,0,0,0,4,4,4
Google Web Toolkit (GWT),0,0,0,0,1,1,1
Agile Transformation,0,0,0,0,2,5,7
C Programming Language,0,0,0,0,0,0,1
Remote Monitoring of Sensors,0,0,0,1,1,2,2
Makerspaces,0,0,0,0,3,3,3
MySQL Cluster,0,0,0,0,0,1,1
Bootstrap,0,0,0,0,1,1,1
Customer Retention,0,0,0,1,1,1,1
Hive,0,0,1,1,1,1,1
Drupal Designers,0,0,0,0,0,1,1
3D Artists,0,0,0,0,1,1,1
Enterprise Architect,0,0,0,0,1,1,1
Django,0,0,0,0,4,4,4
Python,0,0,0,1,4,4,6
Android App Architecture,0,0,0,0,1,2,2
Test Automation Frameworks,0,0,0,0,1,1,2
Brand Design,0,0,0,0,1,1,1
Digital Marketing Strategy,0,0,0,0,1,1,1
What's new with BIG DATA?,0,0,0,0,1,2,2
Machine Learning,0,0,0,2,8,14,17
Online Marketing,0,0,0,1,5,5,5
Haskell,0,0,1,1,3,3,4
WordPress,0,0,0,0,4,6,6
Graphics Designers,0,0,0,0,1,1,1
Android App Marketing,0,0,0,0,0,1,2
Startup marketing,0,0,0,1,1,2,2
Film,0,0,0,0,0,1,1
J2EE,0,0,0,0,4,4,5
Data Analysis,0,0,0,1,1,1,1
Project Management Professional Certification,0,0,0,0,0,1,1
microservices,0,0,0,0,0,1,1
IT Planning and Technology,0,0,0,0,0,0,1
Oracle Big Data Appliance,0,0,0,0,0,0,1
Integrated Development Environment,0,0,1,1,1,1,1
Professional Networking,2,2,2,2,7,8,10
Game Production,0,0,0,0,1,1,1
Oracle APEX Development,0,0,0,0,1,1,2
Drupal websites,0,0,0,0,0,1,1
WordPress Users,0,0,0,0,2,3,3
developer,0,0,0,0,1,1,1
Product Design,0,0,0,0,3,5,5
RAC,0,0,0,0,1,1,1
System Administrators,0,0,0,0,0,1,1
Agile Program Management,0,0,0,0,1,1,1
Solution Architecture,0,0,0,0,0,0,1
BigDataDevelopers,0,0,0,0,0,1,1
R Users Group,0,0,0,0,1,1,1
Mule,0,0,0,0,0,0,1
Oracle PL/SQL Development,0,0,0,0,0,0,1
open web,0,0,0,0,1,1,1
Text Editor,0,0,1,1,1,1,2
App developers,0,0,0,0,1,1,1
Python Web Development,0,0,0,1,3,3,3
Rich Internet Applications,0,0,0,0,3,3,3
High Scalability Computing,0,0,3,6,8,9,10
SAP Professional,0,0,0,0,1,1,1
Fundamentals of Search Engine Optimization,0,0,0,0,1,1,1
Unity 3D Tips,0,0,0,0,1,1,1
Ext JS,0,0,0,0,1,1,1
Civic Issues,0,0,0,0,0,1,1
Startup Businesses,2,2,2,3,8,15,16
mobile developers,0,0,0,0,1,1,1
All Forms of JavaScript,0,0,0,0,0,1,1
Technology Governance,0,0,0,0,0,0,1
iPhone,0,0,0,2,3,3,3
hackathon,0,0,0,0,1,1,1
Social,1,1,1,1,2,2,2
Project Management Methods,0,0,0,0,0,1,1
Java Virtual Machine,0,0,0,0,0,0,1
Drupal Design & Development,0,0,0,0,0,1,1
Wordpress Help,0,0,0,0,2,3,3
Online Business,0,0,0,0,1,1,1
DBA,0,0,0,0,0,1,1
Smart Home,0,0,0,0,2,2,2
Women in Technology,0,0,0,0,2,2,2
iPhone App Marketing,0,0,0,0,1,1,1
Console Gaming,0,0,0,0,1,1,1
Zend Framework,0,0,0,0,1,1,1
Interaction Design,0,0,0,1,6,9,10
Women Entrepreneurs,1,1,1,1,4,5,5
Statistics and data analysis,0,0,0,1,1,1,1
Opscode Chef,0,0,0,1,1,2,2
Web Design and Development,0,0,0,0,1,1,1
Software QA and Testing,1,1,1,2,6,7,9
"Technology (Security, Audits)",0,0,0,0,1,1,1
Apache Spark,0,0,0,0,0,2,2
Independent Game Development,0,0,0,0,1,2,2
Mobile Game Development,0,0,0,0,1,1,2
Heroku,0,0,1,1,2,2,2
Building Android apps with Appcelerator Titanium,0,0,0,0,1,1,1
Natural Language Processing,0,0,0,0,1,1,2
Reading,0,0,0,0,1,1,1
Software Craftsmanship,0,0,0,0,0,0,1
WordPress Training,0,0,0,0,2,3,3
Scrum Master,0,0,0,1,3,3,3
Kanban,0,0,0,2,8,11,12
Web Design,0,0,0,1,12,15,16
Data Warehouses,0,0,0,0,1,2,2
HTML and CSS,0,0,0,0,2,2,2
Virtual Reality,0,0,0,0,1,1,1
nodeJS,0,1,2,2,3,4,5
Android Development Training,0,0,0,0,0,1,2
Red Hat Enterprise Linux Atomic Host,0,0,0,0,0,1,1
Ansible,0,0,0,0,0,1,1
Corona SDK,0,0,1,1,1,1,1
Capacity Planning,0,0,0,0,1,1,1
Mobile App Development,0,0,0,0,1,1,1
Microsoft Exchange Server,0,0,0,0,1,1,1
Currency Trading,0,0,0,0,1,1,1
Leveraging Big Data,0,0,0,0,3,5,5
Creative Design,0,0,0,0,1,1,1
Webdriver,0,0,0,0,1,1,2
Statistical Education,0,0,0,1,1,1,1
VMware vCloud Director,0,0,0,0,0,1,1
Founder Institute,0,0,0,0,0,1,1
Smart Phones,0,0,0,0,1,1,1
Indie Games,0,0,0,0,1,1,1
Advanced Analytics,0,0,0,0,0,1,1
Red Hat Enterprise Linux (RHEL),0,0,0,0,0,1,1
Oracle Weblogic,0,0,0,0,0,0,1
Computer Security,0,0,0,1,4,4,4
iPhone Game Development,0,0,0,0,1,1,1
Nonprofit,0,0,0,0,0,1,1
CSS,0,0,0,0,3,3,3
Linked Data User Experience,0,0,0,0,0,0,1
Scala Programming,0,1,1,1,1,1,1
Wordpress Themes,0,0,0,0,3,5,5
WordPress Small Business Web Sites,0,0,0,0,0,1,1
Big Data,0,0,3,8,20,37,43
ASP.NET,0,0,0,0,4,4,4
Functional Programming,0,0,3,3,7,10,13
Online Education,0,0,0,0,0,1,1
Bluetooth Low Energy,0,0,0,0,1,1,1
Software Testing,0,0,0,1,5,6,8
Sustainable frameworks in JavaScript,0,0,0,0,0,1,1
SEO (Search Engine Optimization),0,0,0,0,2,2,2
New Technology,1,2,5,6,25,33,36
Mobile User Experience,0,0,0,1,3,7,8
Amazon Web Services,0,0,2,3,3,4,6
HTML5,0,1,2,2,7,11,13
Red Hat,0,0,0,0,0,1,1
Mozilla,0,0,0,0,1,1,1
Spring Boot,0,0,0,0,0,0,1
Arduino,0,0,0,1,7,7,7
M2M Devices,0,0,0,0,1,2,2
Web Standards,0,0,0,0,1,1,2
ASP.NET MVC,0,0,0,0,4,4,4
Graphic Design and Print Production,0,0,0,0,1,1,1
Social Innovation,0,0,0,0,1,2,2
Elm Programming,0,0,0,0,0,0,1
Web Analytics,0,0,0,0,0,1,1
Social Media Marketing For Small Business,0,0,0,0,1,1,1
Open Source Development,0,0,0,0,0,1,1
Apache Apex,0,0,0,0,0,1,2
Design Strategy,0,0,0,0,1,1,1
APIs,0,0,0,0,2,2,3
Ember JS,0,0,0,0,1,1,1
Android Enthusiasts,0,0,0,0,3,4,5
IT Infrastructure,0,0,0,0,1,1,2
Web Services,0,0,0,0,0,0,1
Database Development,0,0,1,1,4,5,6
Data,0,0,0,1,1,1,1
Debian,0,0,0,0,0,1,1
ITIL ITSM,0,0,0,0,1,1,1
DIY (Do It Yourself),0,0,0,1,6,6,6
SAS software,0,0,0,0,0,1,1
C/C++,0,0,0,0,1,1,2
Storage,0,0,0,0,0,1,1
Enterprise Application Integration,0,0,0,0,0,0,1
Ruby On Rails,1,1,1,1,3,3,4
Tableau,0,0,0,0,0,1,1
WordPress for Business,0,0,0,0,1,2,2
Computer programming,2,3,5,7,34,44,48
EC2,0,0,0,1,1,1,1
"Game Design, Game Modding, 3D Modeling",0,0,0,0,1,1,1
Oracle,1,1,1,2,4,4,5
Videoblogging,0,0,0,0,1,1,1
Data Science using Python,0,0,0,0,0,1,1
kanban software development,0,0,0,1,2,2,3
MongoDB,0,0,2,3,3,3,3
Statistical Computing,0,0,0,0,0,1,1
Joomla users and developers,0,0,0,0,1,1,1
Drupal Developers,0,0,0,0,0,1,1
raspberrypi,0,0,0,1,1,1,1
Objective C,0,0,0,1,1,1,1
Unix,0,0,0,0,2,3,4
Spring,0,0,0,0,1,1,2
Product Management,0,0,0,0,2,3,3
User experience design,0,0,0,0,3,5,5
Cassandra,0,0,0,1,1,1,1
Qlikview,0,0,0,0,0,1,1
Agile Project Management,1,2,2,5,13,20,22
Linux User Group,0,0,0,0,2,4,4
3D Animation,0,0,0,0,1,1,1
Functional Reactive Programming,0,0,0,0,0,0,1
Creativity,0,0,0,0,0,1,1
Project Management,0,0,0,0,0,1,1
UI Design,0,0,0,1,3,6,7
Creative Circle,0,0,0,0,1,1,1
Service Catalogue Management,0,0,0,0,1,1,1
Internet of Things,0,0,0,1,4,7,10
Responsive Web Design,0,0,1,1,1,1,1
Tomcat,0,0,0,0,1,1,1
Android Game Development,0,0,0,0,0,0,1
Functional Programming in Python,0,0,0,1,2,2,2
Windows PowerShell,0,0,0,0,0,1,1
Windows Azure Platform,0,0,0,0,3,4,5
Test Automation,1,1,1,1,6,7,9
Web Application,0,0,0,0,0,0,1
Software Product Management,0,0,0,0,2,3,3
Intellectual Property,0,0,0,0,0,1,1
vimrc,0,0,0,0,0,0,1
Gadget Lovers,0,0,0,0,1,1,1
Technical Training,0,0,0,0,0,1,1
blog writers,0,0,0,0,1,1,1
Continuous Integration,0,0,1,2,2,2,2
Entrepreneur Networking,1,1,1,1,4,7,7
Groovy,0,0,0,0,1,1,1
QA Professionals,0,0,0,0,2,3,5
Linux,0,0,1,2,7,10,13
UI/UX design,0,0,0,0,1,1,1
Semantic Search,0,0,0,0,0,0,1
Data Center Networking and Design,0,0,0,0,1,2,2
Windows Phone Developers,0,0,0,0,1,1,1
System Administration,0,0,0,1,3,6,6
Leadership,0,0,0,0,0,1,1
Scrum Development,0,0,0,0,1,1,1
Spring Cloud,0,0,0,0,0,0,1
IaaS (Infrastructure as a Service),0,0,0,1,6,7,9
Photoshop,0,0,0,0,0,0,1
windows 8 mobile,0,0,0,0,1,1,1
Design Patterns,0,0,0,1,2,2,2
Building an Online Business,0,0,0,0,1,1,1
Android App Design,0,0,0,0,2,3,4
Cryptocurrency,0,0,0,0,2,2,2
Operational Intelligence,0,0,0,0,0,1,1
Augmented Reality,0,0,0,0,1,1,1
Quality Engineering,0,0,0,0,1,1,1
Microsoft Windows Server,0,0,0,0,1,2,2
Talend,0,0,0,0,0,0,1
Vaadin,0,0,0,0,1,1,1
Predictive Modeling,0,0,0,0,0,1,1
"Search, Information Retrieval",0,0,0,0,0,0,1
JavaScript Frameworks,0,0,0,0,4,6,8
Hadoop,0,0,3,6,15,23,25
Alternative Currency,0,0,0,0,1,1,1
Javascript best practices,0,0,0,0,1,3,3
MySQL,0,0,1,2,3,4,5
UX/UI,0,0,0,0,1,1,1
Automated testing,0,0,0,0,0,0,1
Coders,0,0,0,0,1,1,1
BlueMix,0,0,0,0,1,1,1
learn vim,0,0,0,0,0,0,1
AWS,0,0,0,1,1,2,3
PHP Framework,0,0,0,2,3,3,3
Relationship Building,0,0,0,0,1,1,1
Network Engineering,0,0,0,0,1,2,2
Salesforce.com,0,0,1,1,1,1,1
Backbone,0,0,0,0,1,1,1
ElasticSearch,0,0,0,0,1,2,2
Elixir,0,0,0,0,0,0,1
MySQL DBA,0,0,0,0,0,1,1
QA Tools and Practices,0,1,1,1,1,1,2
Lambdas,0,0,1,1,1,1,1
GPL,0,0,0,0,1,1,1
3D Scanning,0,0,0,0,1,1,1
Business Model Innovation,0,0,0,0,1,1,1
Configuration Management,0,0,0,1,3,6,8
Qt Development,0,0,0,0,1,1,1
vim,0,0,0,0,0,0,1
Joomla Users,0,0,0,0,1,1,1
Meteor,0,0,0,0,0,0,1
IT Professionals,0,0,0,1,4,6,7
VMware vSphere Troubleshooting,0,0,0,0,0,1,1
Fitness,0,0,0,0,1,1,1
Smart Phone Development,0,0,0,0,1,1,1
Distributed Systems,0,0,0,0,1,1,1
Usability,0,0,0,1,4,6,7
Arduino Netduino and Robotics,0,0,0,1,1,1,1
E-Commerce,0,0,0,0,1,1,1
Blogging for Business,0,0,0,0,2,2,2
Application Development,0,0,0,0,2,2,2
Object Oriented programming,0,0,0,1,1,1,1
Erlang Programming,0,0,1,1,2,3,5
Open source python,0,0,0,1,2,2,2
PHP,0,0,1,3,8,10,10
Limited Work in Progress (WIP),0,0,0,1,1,1,1
Executive Coaching,0,0,0,0,1,1,1
Testing Web Site Performance,0,0,0,0,1,1,1
iPad,0,0,0,1,2,2,2
Blogging to Promote Yourself,0,0,0,0,2,2,2
Network Security,0,0,0,1,3,3,3
Build Automation,0,0,0,0,1,1,1
Investing,0,0,0,0,0,0,1
Unity Game Engine,0,0,0,0,1,1,1
Apps,0,0,0,0,1,1,1
Creative Freelancers,0,0,0,0,1,1,2
Cisco Career Certifications,0,0,0,0,0,1,1
analytics,0,0,0,0,0,1,2
Unity,0,0,0,0,2,2,2
Android,0,0,0,1,5,6,8
Project Development,0,0,0,0,0,1,1
Application Performance Monitoring,0,0,0,0,1,1,1
Social Media,1,1,1,1,5,6,6
Network Architecture,0,0,0,0,0,1,1
hackathons,0,0,0,0,1,1,1
Scrum,0,0,0,2,7,10,11
Business Referral Networking,1,1,1,1,1,1,1
hackspaces,0,0,0,0,1,1,1
Network Administration,0,0,0,0,0,2,2
Women's Social,0,0,0,0,1,1,1
Testing Tools,0,0,0,1,5,6,7
Scaling Agile,0,0,0,0,2,4,4
Data Analytics,0,0,1,5,14,25,27
Mobile Development,0,1,5,7,20,25,29
Xamarin,0,0,0,0,0,1,1
Apache Lucene and Solr Open Source Search,0,0,0,0,1,2,3
programming with html css php mysql,0,0,0,0,1,1,1
Website Design,0,0,0,0,0,0,1
iPhone Developer Training,0,0,0,0,1,1,1
User experience practices,0,0,0,0,0,0,1
XAML,0,0,0,0,1,1,1
Education & Technology,0,0,0,1,1,6,7
Graphic Design Professionals,0,0,0,0,1,1,1
Cloud Networking,0,0,0,1,1,1,1
Music Blogs,0,0,0,0,1,1,1
Customer Acquisition,0,0,0,1,1,1,1
Network Engineers,0,0,0,0,0,1,1
Microsoft Project,0,0,0,0,0,1,1
Firefox,0,0,0,0,1,1,1
Internet Professionals,0,0,0,0,1,1,3
Project Management Tools,0,0,0,0,0,2,2
MapReduce,0,0,0,3,8,13,14
Wireless Communications,0,0,0,0,0,1,1
Search Engines,0,0,0,0,1,1,2
Project Management Professional,0,0,0,0,0,1,1
Predictive Analytics,0,0,0,2,9,19,21
Ruby on Rails 3,0,0,0,0,1,1,1
Makers,0,0,0,0,3,3,3
Professional Development,0,0,0,0,2,3,5
Information Architecture,0,0,0,1,2,2,2
Monitoring,0,0,0,0,0,1,1
Mobile Product Management,0,0,0,0,1,2,2
Clean Code,0,0,0,0,0,0,1
Data Quality,0,0,0,0,1,1,1
Big Data Analytics,0,0,0,3,11,19,22
GWT,0,0,0,0,1,1,1
GNU/linux,0,0,0,0,2,3,3
Music,0,0,0,0,0,1,1
SaaS (Software as a Service),0,0,4,6,11,12,13
OpenStack,0,0,0,1,2,4,6
ETL,0,0,0,0,0,1,3
Adobe Illustrator,0,0,0,0,0,0,1
ERP Consulting,0,0,0,0,1,1,1
C#,0,0,0,0,4,5,5
Microsoft Dynamics CRM,0,0,0,0,1,1,1
PHP Application Development,0,0,0,2,4,4,4
Sencha Touch,0,0,0,0,1,1,1
Large Scale Scrum,0,0,0,0,0,1,1
Scaled Agile Framework (SAFe),0,0,0,0,2,3,3
Joomla,0,0,0,0,1,1,1
MySQL Replication,0,0,0,0,0,1,1
Electronic Medical Records,0,0,0,0,1,1,1
Database Administrators,0,0,0,0,1,1,1
Routing and Switching,0,0,0,0,1,1,1
VoIP,0,0,0,0,0,1,1
Social Coding,0,0,0,0,1,1,1
Linux Training,0,0,0,0,0,2,2
Firefox Add-ons,0,0,0,0,1,1,1
Data Science,0,0,0,1,5,11,12
Leadership Development,0,0,0,0,1,1,1
Google Technology User Group,0,0,1,1,1,1,1
SAS,0,0,0,0,0,1,1
R packages,0,0,0,1,1,1,1
Scrum coaching,0,0,0,0,1,1,1
Digital Currency,0,0,0,0,2,2,2
Analytic Solutions,0,0,0,0,0,1,1
Real Time Analytics,0,0,0,0,0,1,1
Information Technology,0,0,0,1,4,6,6
How to implement SAP HANA?,0,0,0,0,1,1,1
Game Development,0,0,0,0,3,4,4
User Experience,0,0,0,1,6,9,11
Business Intelligence Best Practices,0,0,0,0,0,1,2
Test Driven Development,1,1,2,3,8,11,13
Logstash,0,0,0,0,0,1,1
Embedded Linux,0,0,0,0,1,1,2
Startup Incubation,0,0,0,0,0,0,1
Small Business,1,1,1,1,2,3,3
Microsoft Windows,0,0,0,0,0,1,1
Agile Testing,0,0,0,0,3,7,10
Ember Data,0,0,0,0,1,1,1
GNU,0,0,0,0,1,1,1
vi,0,0,0,0,0,0,1
Selenium,0,0,0,0,1,1,3
Tablet Applications,0,0,0,0,1,1,1
Apache Cordova,0,0,0,0,0,1,2
oracle developer/programmer,0,0,0,0,0,0,1
Mobile Marketing,0,0,0,1,1,1,1
Mobile Learning,0,0,0,0,0,1,1
Drupal community,0,0,0,0,0,1,1
Video Games,0,0,0,0,1,1,1
How to Market Your Business through Blogging,0,0,0,0,2,2,2
Apache Kafka,0,0,0,0,0,1,2
Programmers,0,0,0,0,1,1,1
Lua Programming,0,0,1,1,2,2,2
What is Bitcoin,0,0,0,0,2,2,2
CMS (Content Management Systems),0,0,0,0,3,4,4
Graphic Arts,0,0,0,0,1,1,1
Open Source Content Management,0,0,0,0,1,1,1
SOA Fundamental of Actuarial Practice,0,0,0,0,1,1,1
Apex Development,0,0,1,1,2,2,3
Entrepreneurship Training,0,0,0,0,0,1,1
Hobby Electronics,0,0,0,0,2,2,2
IT,0,0,0,0,2,2,3
scrum alliance,0,0,0,1,2,2,2
Database Professionals,0,0,1,1,3,5,6
Microsoft Technology,0,0,0,0,0,2,2
Ionic Framework,0,0,0,0,0,1,2
Software Security,0,0,0,1,4,4,4
Software Engineering,1,1,1,1,4,5,6
Programming Languages,0,0,1,3,10,12,15
PhoneGap,0,0,0,0,1,1,1
Using R,0,0,0,1,1,1,1
Monitizing iPhone apps,0,0,0,0,1,1,1
iPhone Fans and Users,0,0,0,0,1,1,1
LAMP,0,0,0,0,1,1,1
Hashicorp tools,0,0,0,0,0,0,1
Service-Oriented Architecture,0,0,0,0,0,0,1
SDN,0,0,0,0,0,1,1
Creating Heroku Cloud Applications,0,0,0,0,1,1,1
Quality,0,0,0,0,1,1,1
The Cloud,0,0,0,0,1,1,1
Digital Marketing,0,0,0,1,2,2,2
Project Portfolio Management,0,0,0,0,1,2,2
Cocoa Programming Language,0,0,0,1,1,1,1
3D Printing,0,0,0,0,4,4,4
Open Source Frameworks,0,0,0,0,0,1,1
Bitcoin,0,0,0,0,2,2,2
RabbitMQ,0,0,0,0,1,1,1
Microcontrollers,0,0,0,1,5,6,7
Stream Processing,0,0,0,0,0,1,2
iOS Development,0,1,2,4,14,16,16
Theory,0,0,0,0,0,1,1
Data Visualization,0,0,0,2,9,15,16
Java EE,0,0,0,0,0,0,1
Graphical User Interfaces,0,0,0,0,0,0,1
YouTube,0,0,0,0,1,1,1
Lisp & Scheme,0,0,1,1,1,1,1
d3.js,0,0,0,0,0,1,1
Oculus Rift,0,0,0,0,1,1,1
Raspberry Pi,0,0,0,1,4,4,4
search engine optimization coaching,0,0,0,0,1,1,1
Splunk,0,0,0,0,0,1,1
WordPress Developers,0,0,0,0,3,5,5
Embedded Systems,0,0,0,0,2,3,3
Help Desk,0,0,0,0,1,1,1
css3,0,1,1,1,2,2,2
Short Films for Film Festivals,0,0,0,0,0,1,1
Erlang Conferences,0,0,0,0,1,1,1
CCIE,0,0,0,0,0,1,1
